Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Data type,ODD,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Haiti,HTI,,,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.21164821,10.01016917,9.75821452,9.515243998,9.370616966,9.372332055,9.433720743,9.632891224,9.911157747,10.1831273,10.40105411,10.50553551,10.57405869,10.62059102,10.66661727,10.72305281,10.72213655,10.72764769,10.74096997,10.75173006,10.74790402,10.62986544,10.51193996,10.39903928,10.29149539,10.19069868,10.01449729,9.859067484,9.743974045,9.693883718,9.722478627,9.795279819,9.921805894,10.11027704,10.36166178,10.66292478,10.92922345,11.2471782,11.57280567,11.83532635,11.99210085,11.9932077,11.89774828,11.74754396,11.59868961,11.48068885,11.33795277,11.21462782,11.11353833,11.02940187,10.95632293,10.85395694,10.76795093,10.69903058,10.6420465,10.59091934,10.50070637,10.41703719,10.34469566,10.28448272,10.23335339
Haiti,HTI,,,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,5.3,,,,,,5.6,,,,,,2.8,,,,,2.1,,,
Haiti,HTI,,,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,438.434,434.965,431.497,428.189,424.881,421.574,418.266,414.958,412.191,409.425,406.658,403.892,401.125,396.624,392.123,387.622,383.121,378.619,376.074,373.529,370.985,368.44,365.895,364.081,362.268,360.454,358.641,356.828,355.159,353.49,351.821,350.152,348.483,347.03,345.578,344.126,342.673,341.221,340.027,338.834,337.64,336.446,335.253,329.852,324.451,319.049,313.648,308.247,303.291,298.334,293.377,288.42,283.463,280.515,277.567,274.619,271.672,268.724,257.443,254.553,
Haiti,HTI,,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,7.07,7.15,7.18,7.18,7.18,7.17,7.17,7.2,8.22,9.31,10.54,11.8,13.06,14.33,15.54,16.8,16.06,15.9,15.34,14.7,14.1,14.12,14.02,13.95,13.86,13.72,13.58,13.48,14.5
Haiti,HTI,,,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.57999992,,,,,,,,
Haiti,HTI,,,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.46,67.2,66.89,66.54,66.14,65.68,65.22,64.71,64.19,63.71,63.28,63.41,63.6,63.85,64.13,64.43,64.69,64.96,65.23,65.52,65.78,66.08,66.38,66.67,66.95,67.2,67.46,67.7,67.93,68.14,64.58
Haiti,HTI,,,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4,58.55,58.67,58.75,58.79,58.79,58.73,58.62,58.51,58.43,58.41,58.64,58.94,59.28,59.66,60.06,60.43,60.88,61.16,61.62,61.64,62.28,62.74,63.3,63.75,64.08,64.4,64.7,65.01,65.16,
Haiti,HTI,,,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.30578931,,,,,,,,
Haiti,HTI,,,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.20000076,66.51000023,66.71999931,67.30999947,66.70999908,66.27999878,66.30999947,66.04000092,65.93000031,66,66.19000053,66.27999878,66.11999893,66.64999962,66.30000114,66.23999977,65.92000008,66,65.77000046,67.08000183,66.3599987,66.24999809,65.80999947,65.53999901,65.48000145,65.53000069,65.53999805,65.46000004,65.61000156,
Haiti,HTI,,,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75,,,,,,,,,33.73,,,,,,,,
Haiti,HTI,,,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82691474,9.458321365,9.87,8.250973815,9.409058579,8.040171525,8.088237047,7.240513712,7.540426,7.218717
Haiti,HTI,,,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,
Haiti,HTI,,,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49853945,5.2171464,3.13240957,2.67720222,4.04869604,4.39317036,2.38973498,8.06390285,8.85278702,9.14263535,9.81214333,5.39975452,6.06471539,6.76024961,6.6333437,7.44910622,6.51630354,7.39196014,7.69670486,,
Haiti,HTI,,,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,5,,,,,,10.3,,,,,,4.7,,,,,3.3,,,
Haiti,HTI,,,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,3.1,,,,,,3.9,,,,,,3.6,,,,,3.4,,,
Haiti,HTI,,,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.87037269,17.87037269,17.87037269,17.87037269,17.87037269,17.60289851,17.33542433,17.06795014,16.80047596,16.53300178,16.26552759,15.99805341,15.73057923,15.46310504,15.46310504
Haiti,HTI,,,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,68.1,62.1,65.9,69.1,73.5,74.7,74.6,72.8
Haiti,HTI,,,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,3,6,8,21,26,23,59,31,31,35,39,44,48,49,50,52,53,54,55,55,56,57,57,58,59,60,62,63,64,65,66,68,69,69,69,69,69,65,
Haiti,HTI,,,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,17.2,16.5,15.9,15.4,14.8,14.2,13.7,13.1,12.6,12.1,11.6,11.2,10.8,12.4,10.1,9.8,9.5,9.2,9,81.1,8.5,8.3,8.1,7.8,7.6,7.4,7.2,7,6.8,
Haiti,HTI,,,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,64.1,63.8,63.7,63.6,63.5,63.5,63.4,63.2,63.1,62.9,62.7,62.5,62.4,62.2,62,61.7,61.3,60.7,60.1,
Haiti,HTI,,,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6,,,,,,56.3,,,,,59,,,
Haiti,HTI,,,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,,,,,,,,,,,,,,,,,0.297879994,0.285039991,0.317919999,0.371809989,,0.511879981,,,0.718959987,,0.533599973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,67.26846,65.72922,,56.76468,79.87871,,85.81851,69.97292,76.98496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Secondary education, pupils",SE.SEC.ENRL,,,,,,,,,,,,,,,,,,,,84454,91247,99894,101519,120316,137513,,143758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,,,,,,,,,,,,,,,,,,,,,,61.91765976,55.38008118,51.62450027,54.94857025,49.10744858,47.56893921,57.54338837,,,,,,,,,,41.159729,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,,,,,,,,,,,,,,,,,,,33.76150131,45.56661987,,14.20186996,30.99176025,,15.21735954,32.23435974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,,,,,,,,,,,,,,,,,,,,88.92594,100.91087,,153.14177,162.99242,,180.52254,169.08579,,,,,,,,,,,162.60829,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,Primary school starting age (years),SE.PRM.AGES,,,,,,,,,,,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Haiti,HTI,,,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,32.52495956,,,,,,,,,,,,,,,,,,,,,54.86146927,,,44.59944916,,,,,,,,,,58.30052185,,,,
Haiti,HTI,,,Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.485938741,,,,,,,,,,,21.39163706,,,,,,,,
Haiti,HTI,,,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567829723,,,,,,,,,,,34.59822042,,,,,,,,
Haiti,HTI,ECO,,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.827842128,9.732087088,2.967810054,11.40757891,11.06548367,-4.556597962,-0.968528615,26.43405869,26.91600011,23.18302863,25.78880701,26.5727719,7.972750941,6.853411432,7.580804875,14.58575479,9.37136291,10.1472038,10.48156738,9.153894642,10.25405813,8.985634213,22.8433086,18.4843393,14.23187208,11.33455569,9.466779992,12.40634526,11.20316681,10.9499941,12.01668317,16.07232966,
Haiti,HTI,,,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15390449000,17983324400,20586886500,23031284000,31932423900,40840291500,46854020700,54183385100,63134074900,69328143100,1.35026E+11,1.5168E+11,1.65015E+11,2.01654E+11,2.37841E+11,2.73412E+11,3.07159E+11,3.48497E+11,3.97668E+11,4.59005E+11,4.70972E+11,5.25647E+11,5.7226E+11,6.26594E+11,6.62131E+11,7.23404E+11,8.31408E+11,9.36821E+11,1.04769E+12,1.21002E+12,
Haiti,HTI,ECO,,GDP per capita (current US$),NY.GDP.PCAP.CD,70.66108456,68.76433933,70.13804588,71.96218417,77.86259725,82.94760837,84.9852522,83.41190396,81.59295367,85.29579643,70.82617925,76.26374897,76.90186371,94.90457191,112.996202,133.7502478,169.3107588,178.860637,180.273204,195.754238,245.2165669,256.2456189,249.4322126,268.2919292,293.1867733,317.0763459,357.7968297,309.30349,386.7772914,396.6861392,439.944188,483.8736354,308.3713974,251.7528877,285.1188538,363.2655445,368.6318638,415.7707421,455.5418961,499.3029687,811.5343577,739.348191,697.597063,561.8176913,663.7943295,766.6919755,792.8260107,981.1105146,1076.702447,1150.211089,1172.099015,1287.954058,1337.336475,1393.956085,1402.100289,1389.119779,1265.986932,1294.239628,1435.350852,1272.490699,1176.75582
Haiti,HTI,,,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6462650892,6136562019,6151536111,6234398381,6068551847,5800105795,5530758810,6804876921,7856697433,8275862587,8376531848,7213944203,11420584939,11102319257,10906299753,10643594423,10661606372,10938642950,10946219899,11882732925,11972333411,12766849421,11950165805,12488634159,12588514970,13220408926,13403319124,14245792110,14658114253,14839542076,15226376232,15049945003,
Haiti,HTI,,,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,,,,,,,,,,,0.353589725,0.376830406,0.442293071,0.462390312,0.447418114,0.440241069,0.355093862,0.457733334,0.425281385,0.437431002,0.397075943,0.368453609,0.538337881,0.520449405,0.12399701,0.475028045,0.555737876,0.667074062,0.565298762,0.560727294,0.362098027,0.478349256,0.603892535,0.730260071,0.73075452,0.687584237,0.697624035,0.659396782,0.618206575,0.555265008,0.519704871,0.478296287,0.496472388,0.512961754,0.63703683,0.684602367,0.776600393,0.803059402,0.766441838,0.879737244,
Haiti,HTI,,,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.11064931,30.5929976,29.73675139,29.89879958,34.12060785,30.84704257,33.92825808,23.55539736,19.4953609,20.81466133,21.16247282,22.56107084,17.18918713,16.45295009,15.83934174,16.7130469,15.84358837,18.05437391,17.69848427,19.08164341,18.42944201,18.77467723,20.21938997,20.0431185,19.46988612,19.2308684,17.81278974,17.24028523,17.99158433,18.8142008,18.73905516,19.38274919,19.79787193
Haiti,HTI,,,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244524000,3768863000,5341823000,5332000000,5167000000,8780000000,7898000000,11695000000,13479000000,14280000000,16770000000,20568000000,24694989300,29248034700,30895070700,55785436600,60841485500,64350144600,86082110400,84029482900,1.0981E+11,1.14427E+11,1.72165E+11,1.78624E+11,1.74435E+11,1.91621E+11,2.12079E+11,2.18068E+11,2.53198E+11,3.07714E+11,3.68687E+11,4.37567E+11,4.3291E+11
Haiti,HTI,,,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567052906.5,509603342.1,589304295,845963287.2,694425105,690074717.8,1096370751,851311720.9,1316343529,1462026869,2963431465,2731415512,2400321467,2204637616,2151725001,2108913873,1619551647,1796380787,2239213590,2360713778,1619041211
Haiti,HTI,,,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8461E+11,2.67042E+11,2.83915E+11,2.77017E+11,2.62228E+11,2.86611E+11,2.61691E+11,3.0228E+11,3.42783E+11,3.53E+11,3.64075E+11,2.87384E+11,4.53044E+11,4.58745E+11,4.65615E+11,4.77027E+11,4.70563E+11,4.8158E+11,4.87071E+11,5.0496E+11,5.13909E+11,5.68821E+11,5.52329E+11,5.78569E+11,5.89593E+11,6.16476E+11,6.21973E+11,6.56247E+11,6.87052E+11,7.10221E+11,7.3447E+11,7.2668E+11,7.2014E+11
Haiti,HTI,,,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.926872971,7.322910059,7.961065615,8.024243469,7.436171667,6.579702766,7.055589535,7.603668187,8.180497956,7.187877486,7.401817133,6.552416723,7.439534509,7.391752012,7.848381506,8.25363057,8.416277927,8.386387934,8.490235137,7.534520834,8.970504789
Haiti,HTI,,,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,,,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,0.068329347,0.026301946,0.056275997,,0.527704485,0.45561707,0.354517491,,,0.110759921,,0.002076541,,,0.009835605,0.088907548,0.000855234,0.118384892,0.108639716,0.008227236,0.04770333,0.001309072,0.001309072,0.001309072,0.001309072,0.001309072,0.001309072,0.001309072,0.049910198,0.010801836,,,0.001089794,,,,0.010533458,0.001655677,0.579277708,0.498077666,0.058427375,0.024582079,0.011011281,0.007206222,0.006917065,0.06382918,0.003079407,0.064045634,0.035430386,0.173544627,0.073266937,0.102969533,0.194278247,0.219114882,0.843127438,0.340632622,0.820942744,0.349949154,0.348646876,0.462204489,
Haiti,HTI,,,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,36.22606547,44.45838481,37.37646695,42.51466955,43.38519148,42.61504015,34.74173873,38.52493823,33.22459852,28.08446572,32.06261581,38.61276251,26.85975139,34.28910593,24.27906887,63.01825973,64.22174182,62.53860408,76.93792464,98.95479463,100,97.76482397,109.0565164,114.6357705,126.0423101,140.3007258,156.2528953,162.2828521,223.4674182,204.9731702,303.6307134,291.4173487,305.8929123,345.4862183,360.3738017,355.4943252,330.3495599,375.4227146,465.3615272,429.1470429,
Haiti,HTI,,,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,,6.375442739,5.413687436,3.445229682,3.882783883,4.638833665,4.413102821,4.681353265,3.440911248,3.49847382,3.422642094,3.89405644,3.465423465,3.633975482,3.808290155,3.800801374,6.749311295,6.880970824,6.525220176,6.732783908,,,,,5.007824726,1.69707255,,,0,0,0,0,0,0,1.455703739,1.098276842,1.098748019,1.432962202,1.161689638,0.964482378,0.042931174,0.057289175,0.027169722,0.001286865,0.545121611,0.417108006,0.538577633,0.57691257,0.538400332,0.543377034,
Haiti,HTI,,,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065757,0.0721605,,,,,0.2784654,0.2849873,0.2012665,0,0.2223553,0.1771336,0.1676668,0.1539702,0.1870748,0.0565131,,,,
Haiti,HTI,,,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.63954644,12.7670246,13.75955969,14.25556991,13.19202075,9.390786235,11.16008891,13.88160792,13.42082487,15.22705975,10.05289734,10.33057923,11.27438974,9.408978246,9.993044785,11.20028987,11.98621526,10.37014195,10.56252868,10.62352145,
